video,split
Efesios_5_parte-2,train
Efesios_5_parte-3,train
Efesios_5_parte-4,test
Efesios_5_parte-5,train
Efesios_6_parte-1,train
Efesios_6_parte-2,test
Efesios_6_parte-3,dev
Efesios_6_parte-4,train
Efesios_6_parte-5,train
Efesios_6_parte-6,train
Esd_10_parte-1,test
Esd_10_parte-2,test
Esd_10_parte-3,train
Esd_10_parte-4,dev
Esd_10_parte-5,train
Esd_10_parte-6,train
Esd_10_parte-7,train
Esd_1_parte-1,dev
Esd_1_parte-2,train
Esd_1_parte-3,train
Esd_2_parte-1,train
Esd_2_parte-10,train
Esd_2_parte-2,test
Esd_2_parte-3,train
Esd_2_parte-4,train
Esd_2_parte-5,train
Esd_2_parte-6,train
Esd_2_parte-7,test
Esd_2_parte-8,dev
Esd_2_parte-9,test
Esd_3_parte-1,train
Esd_3_parte-2,train
Esd_3_parte-3,train
Esd_3_parte-4,train
Esd_4_parte-1,train
Esd_4_parte-2,train
Esd_4_parte-3,train
Esd_4_parte-4,train
Esd_4_parte-5,train
Esd_4_parte-6,train
Esd_5_parte-1,train
Esd_5_parte-2,dev
Esd_5_parte-3,train
Esd_6_parte-1,train
Esd_6_parte-2,test
Esd_6_parte-3,dev
Esd_6_parte-4,train
Esd_6_parte-5,train
Esd_7_parte-1,train
Esd_7_parte-2,train
Esd_7_parte-3,dev
Esd_7_parte-4,train
Esd_7_parte-5,dev
Esd_7_parte-6,train
Esd_7_parte-7,test
Esd_8_parte-1,train
Esd_8_parte-2,train
Esd_8_parte-3,train
Esd_8_parte-4,dev
Esd_8_parte-5,train
Esd_8_parte-6,train
Esd_8_parte-7,train
Esd_8_parte-8,dev
Esd_9_parte-1,train
Esd_9_parte-2,dev
Esd_9_parte-3,train
Ester_10_parte-1,train
Ester_1_parte-1,train
Ester_1_parte-2,train
Ester_1_parte-3,train
Ester_1_parte-4,train
Ester_1_parte-5,train
Ester_1_parte-6,train
Ester_1_parte-7,train
Ester_2_parte-1,train
Ester_2_parte-2,train
Ester_2_parte-3,train
Ester_2_parte-4,test
Ester_2_parte-5,train
Ester_2_parte-6,train
Ester_3_parte-1,train
Ester_3_parte-2,dev
Ester_3_parte-3,train
Ester_3_parte-4,dev
Ester_4_parte-1,train
Ester_4_parte-2,dev
Ester_4_parte-3,test
Ester_4_parte-4,train
Ester_5_parte-1,dev
Ester_5_parte-2,train
Ester_6_parte-1,test
Ester_6_parte-2,train
Ester_6_parte-3,train
Ester_7_parte-1,train
Ester_7_parte-2,train
Ester_8_parte-1,train
Ester_8_parte-2,train
Ester_8_parte-3,train
Ester_8_parte-4,dev
Ester_8_parte-5,train
Ester_9_parte-1,train
Ester_9_parte-2,train
Ester_9_parte-3,dev
Ester_9_parte-4,dev
Ester_9_parte-5,train
Ester_9_parte-6,train
Ester_9_parte-7,train
Ester_9_parte-8,train
Exo_10_parte-1,train
Exo_10_parte-2,train
Exo_10_parte-3,train
Exo_10_parte-4,train
Exo_10_parte-5,test
Exo_11_parte-1,train
Exo_11_parte-2,train
Exo_11_parte-3,train
Exo_12_parte-1,train
Exo_12_parte-10,test
Exo_12_parte-2,train
Exo_12_parte-3,dev
Exo_12_parte-4,train
Exo_12_parte-5,train
Exo_12_parte-6,test
Exo_12_parte-7,train
Exo_12_parte-8,train
Exo_12_parte-9,train
Exo_13_parte-1,train
Exo_13_parte-2,train
Exo_13_parte-3,dev
Exo_13_parte-4,train
Exo_14_parte-1,train
Exo_14_parte-2,train
Exo_14_parte-3,train
Exo_14_parte-4,dev
Exo_14_parte-5,train
Exo_14_parte-6,train
Exo_15_parte-1,train
Exo_15_parte-2,train
Exo_15_parte-3,test
Exo_15_parte-4,train
Exo_15_parte-5,train
Exo_16_parte-1,train
Exo_16_parte-2,dev
Exo_16_parte-3,train
Exo_16_parte-4,train
Exo_16_parte-5,train
Exo_16_parte-6,train
Exo_17_parte-1,train
Exo_17_parte-2,train
Exo_17_parte-3,train
Exo_18_parte-1,train
Exo_18_parte-2,train
Exo_18_parte-3,train
Exo_18_parte-4,train
Exo_19_parte-1,train
Exo_19_parte-2,train
Exo_19_parte-3,train
Exo_19_parte-4,train
Exo_1_parte-1,train
Exo_1_parte-2,train
Exo_1_parte-3,train
Exo_1_parte-4,train
Exo_20_parte-1,test
Exo_20_parte-2,train
Exo_20_parte-3,train
Exo_20_parte-4,train
Exo_21_parte-1,train
Exo_21_parte-2,train
Exo_21_parte-3,train
Exo_21_parte-4,train
Exo_21_parte-5,train
Exo_21_parte-6,train
Exo_21_parte-7,train
Exo_22_parte-1,test
Exo_22_parte-2,train
Exo_22_parte-3,test
Exo_22_parte-4,train
Exo_22_parte-5,train
Exo_22_parte-6,train
Exo_22_parte-7,train
Exo_23_parte-1,train
Exo_23_parte-2,train
Exo_23_parte-3,train
Exo_23_parte-4,test
Exo_23_parte-5,train
Exo_23_parte-6,train
Exo_23_parte-7,train
Exo_24_parte-1,test
Exo_24_parte-2,test
Exo_24_parte-3,train
Exo_25_parte-1,train
Exo_25_parte-2,train
Exo_25_parte-3,train
Exo_25_parte-4,dev
Exo_25_parte-5,train
Exo_25_parte-6,train
Exo_26_parte-1,train
Exo_26_parte-2,train
Exo_26_parte-3,train
Exo_26_parte-4,train
Exo_26_parte-5,dev
Exo_26_parte-6,train
Exo_26_parte-7,train
Exo_27_parte-1,train
Exo_27_parte-2,test
Exo_27_parte-3,dev
Exo_27_parte-4,train
Exo_28_parte-1,train
Exo_28_parte-2,test
Exo_28_parte-3,train
Exo_28_parte-4,train
Exo_28_parte-5,train
Exo_28_parte-6,train
Exo_28_parte-7,train
Exo_28_parte-8,dev
Exo_28_parte-9,train
Exo_29_parte-1,dev
Exo_29_parte-10,train
Exo_29_parte-2,train
Exo_29_parte-3,dev
Exo_29_parte-4,test
Exo_29_parte-5,train
Exo_29_parte-6,train
Exo_29_parte-7,train
Exo_29_parte-8,test
Exo_29_parte-9,train
Exo_2_parte-1,train
Exo_2_parte-2,train
Exo_2_parte-3,train
Exo_2_parte-4,train
Exo_30_parte-1,test
Exo_30_parte-2,train
Exo_30_parte-3,train
Exo_30_parte-4,test
Exo_30_parte-5,test
Exo_30_parte-6,train
Exo_30_parte-7,train
Exo_31_parte-1,dev
Exo_31_parte-2,train
Exo_31_parte-3,train
Exo_32_parte-1,train
Exo_32_parte-2,train
Exo_32_parte-3,train
Exo_32_parte-4,train
Exo_32_parte-5,train
Exo_32_parte-6,test
Exo_33_parte-1,train
Exo_33_parte-2,test
Exo_33_parte-3,test
Exo_33_parte-4,test
Exo_34_parte-1,test
Exo_34_parte-2,train
Exo_34_parte-3,train
Exo_34_parte-4,dev
Exo_34_parte-5,dev
Exo_34_parte-6,train
Exo_34_parte-7,test
Exo_35_parte-1,dev
Exo_35_parte-2,train
Exo_35_parte-3,train
Exo_35_parte-4,train
Exo_35_parte-5,train
Exo_35_parte-6,train
Exo_36_parte-1,dev
Exo_36_parte-2,train
Exo_36_parte-3,train
Exo_36_parte-4,train
Exo_36_parte-5,train
Exo_36_parte-6,train
Exo_37_parte-1,train
Exo_37_parte-2,train
Exo_37_parte-3,dev
Exo_37_parte-4,train
Exo_38_parte-1,train
Exo_38_parte-2,train
Exo_38_parte-3,train
Exo_38_parte-4,train
Exo_38_parte-5,train
Exo_38_parte-6,train
Exo_38_parte-7,train
Exo_39_parte-1,train
Exo_39_parte-2,test
Exo_39_parte-3,test
Exo_39_parte-4,train
Exo_39_parte-5,test
Exo_39_parte-6,train
Exo_39_parte-7,train
Exo_3_parte-1,dev
Exo_3_parte-2,test
Exo_3_parte-3,test
Exo_3_parte-4,train
Exo_40_parte-1,train
Exo_40_parte-2,train
Exo_40_parte-3,train
Exo_40_parte-4,train
Exo_40_parte-5,train
Exo_40_parte-6,train
Exo_40_parte-7,test
Exo_4_parte-1,train
Exo_4_parte-2,test
Exo_4_parte-3,train
Exo_4_parte-4,train
Exo_4_parte-5,train
Exo_4_parte-6,train
Exo_5_parte-1,train
Exo_5_parte-2,dev
Exo_5_parte-3,train
Exo_5_parte-4,train
Exo_6_parte-1,test
Exo_6_parte-2,train
Exo_6_parte-3,test
Exo_6_parte-4,train
Exo_6_parte-5,dev
Exo_7_parte-1,train
Exo_7_parte-2,train
Exo_7_parte-3,train
Exo_7_parte-4,train
Exo_8_parte-1,train
Exo_8_parte-2,train
Exo_8_parte-3,train
Exo_8_parte-4,train
Exo_8_parte-5,train
Exo_8_parte-6,train
Exo_8_parte-7,train
Exo_9_parte-1,train
Exo_9_parte-2,train
Exo_9_parte-3,train
Exo_9_parte-4,train
Exo_9_parte-5,train
Exo_9_parte-6,train
Eze_10_parte-1,train
Eze_10_parte-2,train
Eze_10_parte-3,train
Eze_10_parte-4,train
Eze_10_parte-5,train
Eze_11_parte-1,train
Eze_11_parte-2,train
Eze_11_parte-3,test
Eze_11_parte-4,train
Eze_12_parte-1,test
Eze_12_parte-2,train
Eze_12_parte-3,test
Eze_12_parte-4,test
Eze_12_parte-5,train
Eze_13_parte-1,train
Eze_13_parte-2,train
Eze_13_parte-3,train
Eze_13_parte-4,train
Eze_13_parte-5,train
Eze_14_parte-1,train
Eze_14_parte-2,train
Eze_14_parte-3,test
Eze_14_parte-4,train
Eze_14_parte-5,train
Eze_14_parte-6,train
Eze_15_parte-1,train
Eze_16_parte-1,train
Eze_16_parte-10,train
Eze_16_parte-2,train
Eze_16_parte-3,train
Eze_16_parte-4,train
Eze_16_parte-5,train
Eze_16_parte-6,train
Eze_16_parte-7,dev
Eze_16_parte-8,test
Eze_16_parte-9,train
Eze_17_parte-1,train
Eze_17_parte-2,train
Eze_17_parte-3,train
Eze_17_parte-4,train
Eze_18_parte-1,train
Eze_18_parte-2,train
Eze_18_parte-3,train
Eze_18_parte-4,test
Eze_18_parte-5,train
Eze_18_parte-6,train
Eze_18_parte-7,train
Eze_19_parte-1,train
Eze_19_parte-2,train
Eze_19_parte-3,train
Eze_1_parte-1,test
Eze_1_parte-2,train
Eze_1_parte-3,train
Eze_1_parte-4,train
Eze_20_parte-1,test
Eze_20_parte-2,train
Eze_20_parte-3,train
Eze_20_parte-4,test
Eze_20_parte-5,train
Eze_20_parte-6,train
Eze_20_parte-7,train
Eze_20_parte-8,train
Eze_21_parte-1,train
Eze_21_parte-2,test
Eze_21_parte-3,train
Eze_21_parte-4,dev
Eze_21_parte-5,train
Eze_21_parte-6,train
Eze_21_parte-7,train
Eze_22_parte-1,train
Eze_22_parte-2,train
Eze_22_parte-3,train
Eze_22_parte-4,dev
Eze_22_parte-5,train
Eze_22_parte-6,train
Eze_23_parte-1,test
Eze_23_parte-2,train
Eze_23_parte-3,train
Eze_23_parte-4,train
Eze_23_parte-5,train
Eze_23_parte-6,train
Eze_24_parte-1,train
Eze_24_parte-2,test
Eze_24_parte-3,train
Eze_24_parte-4,train
Eze_24_parte-5,train
Eze_25_parte-1,train
Eze_25_parte-2,train
Eze_25_parte-3,train
Eze_25_parte-4,train
Eze_26_parte-1,train
Eze_26_parte-2,dev
Eze_26_parte-3,train
Eze_26_parte-4,test
Eze_26_parte-5,test
Eze_27_parte-1,train
Eze_27_parte-2,train
Eze_27_parte-3,train
Eze_27_parte-4,dev
Eze_27_parte-5,train
Eze_27_parte-6,train
Eze_27_parte-7,train
Eze_27_parte-8,train
Eze_27_parte-9,train
Eze_28_parte-1,train
Eze_28_parte-2,train
Eze_28_parte-3,train
Eze_28_parte-4,train
Eze_28_parte-5,test
Eze_28_parte-6,train
Eze_29_parte-1,train
Eze_29_parte-2,train
Eze_29_parte-3,train
Eze_29_parte-4,train
Eze_2_parte-1,train
Eze_30_parte-1,train
Eze_30_parte-2,train
Eze_30_parte-3,dev
Eze_30_parte-4,train
Eze_30_parte-5,test
Eze_30_parte-6,train
Eze_30_parte-7,train
Eze_31_parte-1,train
Eze_31_parte-2,train
Eze_31_parte-3,train
Eze_31_parte-4,train
Eze_31_parte-5,train
Eze_31_parte-6,test
Eze_32_parte-1,test
Eze_32_parte-10,dev
Eze_32_parte-2,train
Eze_32_parte-3,train
Eze_32_parte-4,train
Eze_32_parte-5,train
Eze_32_parte-6,test
Eze_32_parte-7,train
Eze_32_parte-8,test
Eze_32_parte-9,test
Eze_33_parte-1,train
Eze_33_parte-2,train
Eze_33_parte-3,train
Eze_33_parte-4,train
Eze_33_parte-5,train
Eze_33_parte-6,train
Eze_33_parte-7,dev
Eze_34_parte-1,train
Eze_34_parte-2,train
Eze_34_parte-3,train
Eze_34_parte-4,train
Eze_34_parte-5,train
Eze_35_parte-1,train
Eze_35_parte-2,train
Eze_36_parte-1,train
Eze_36_parte-2,dev
Eze_36_parte-3,train
Eze_36_parte-4,train
Eze_36_parte-5,train
Eze_36_parte-6,test
Eze_36_parte-7,train
Eze_37_parte-1,dev
Eze_37_parte-2,train
Eze_37_parte-3,train
Eze_37_parte-4,train
Eze_37_parte-5,dev
Eze_37_parte-6,train
Eze_38_parte-1,test
Eze_38_parte-2,train
Eze_38_parte-3,train
Eze_38_parte-4,train
Eze_38_parte-5,train
Eze_38_parte-6,train
Eze_39_parte-1,train
Eze_39_parte-2,train
Eze_39_parte-3,train
Eze_39_parte-4,train
Eze_39_parte-5,train
Eze_39_parte-6,train
Eze_3_parte-1,train
Eze_3_parte-2,train
Eze_3_parte-3,dev
Eze_3_parte-4,train
Eze_40_parte-1,train
Eze_40_parte-10,train
Eze_40_parte-11,train
Eze_40_parte-12,train
Eze_40_parte-13,train
Eze_40_parte-14,train
Eze_40_parte-15,train
Eze_40_parte-16,dev
Eze_40_parte-2,train
Eze_40_parte-3,train
Eze_40_parte-4,train
Eze_40_parte-5,train
Eze_40_parte-6,dev
Eze_40_parte-7,train
Eze_40_parte-8,dev
Eze_40_parte-9,train
Eze_41_parte-1,dev
Eze_41_parte-2,train
Eze_41_parte-3,train
Eze_41_parte-4,train
Eze_41_parte-5,train
Eze_41_parte-6,dev
Eze_42_parte-1,train
Eze_42_parte-2,train
Eze_42_parte-3,train
Eze_42_parte-4,train
Eze_43_parte-1,train
Eze_43_parte-2,train
Eze_43_parte-3,train
Eze_43_parte-4,train
Eze_43_parte-5,train
Eze_44_parte-1,train
Eze_44_parte-2,train
Eze_44_parte-3,train
Eze_44_parte-4,dev
Eze_44_parte-5,train
Eze_44_parte-6,train
Eze_45_parte-1,test
Eze_45_parte-2,train
Eze_45_parte-3,train
Eze_45_parte-4,train
Eze_45_parte-5,train
Eze_45_parte-6,train
Eze_45_parte-7,test
Eze_46_parte-1,train
Eze_46_parte-2,train
Eze_46_parte-3,train
Eze_46_parte-4,train
Eze_46_parte-5,train
Eze_47_parte-1,train
Eze_47_parte-2,train
Eze_47_parte-3,test
Eze_47_parte-4,train
Eze_47_parte-5,train
Eze_48_parte-1,train
Eze_48_parte-2,train
Eze_48_parte-3,train
Eze_48_parte-4,train
Eze_48_parte-5,train
Eze_48_parte-6,train
Eze_4_parte-1,train
Eze_4_parte-2,train
Eze_4_parte-3,train
Eze_4_parte-4,train
Eze_5_parte-1,dev
Eze_5_parte-2,train
Eze_5_parte-3,train
Eze_5_parte-4,test
Eze_6_parte-1,test
Eze_6_parte-2,train
Eze_6_parte-3,train
Eze_7_parte-1,train
Eze_7_parte-2,dev
Eze_7_parte-3,train
Eze_7_parte-4,train
Eze_7_parte-5,train
Eze_8_parte-1,train
Eze_8_parte-2,train
Eze_8_parte-3,train
Eze_9_parte-1,train
Eze_9_parte-2,train
Eze_9_parte-3,test
Fil_1_parte-1,train
Fil_1_parte-2,train
Fil_1_parte-3,train
Fil_1_parte-4,train
Fil_1_parte-5,dev
Fil_1_parte-6,dev
Fil_2_parte-1,train
Fil_2_parte-2,test
Fil_2_parte-3,test
Fil_2_parte-4,train
Fil_2_parte-5,test
Fil_2_parte-6,dev
Fil_3_parte-1,train
Fil_3_parte-2,dev
Fil_3_parte-3,train
Fil_3_parte-4,train
Fil_4_parte-1,train
Fil_4_parte-2,train
Fil_4_parte-3,train
Fil_4_parte-4,train
Fil_4_parte-5,train
Fil_4_parte-6,train
Fil_4_parte-7,train
Filemon_1_parte-1,dev
Filemon_1_parte-2,train
Filemon_1_parte-3,train
Filemon_1_parte-4,train
Filemon_1_parte-5,train
Filemon_1_parte-6,test
Filemon_1_parte-7,train
Gal_1_parte-1,train
Gal_1_parte-2,train
Gal_1_parte-3,train
Gal_1_parte-4,train
Gal_2_parte-1,test
Gal_2_parte-2,train
Gal_2_parte-3,train
Gal_2_parte-4,test
Gal_2_parte-5,train
Gal_3_parte-1,train
Gal_3_parte-2,dev
Gal_3_parte-3,test
Gal_3_parte-4,train
Gal_3_parte-5,dev
Gal_4_parte-1,train
Gal_4_parte-2,train
Gal_4_parte-3,train
Gal_4_parte-4,train
Gal_4_parte-5,train
Gal_4_parte-6,train
Gal_5_parte-1,train
Gal_5_parte-2,train
Gal_5_parte-3,train
Gal_5_parte-4,train
Gal_5_parte-5,train
Gal_6_parte-1,train
Gal_6_parte-2,train
Gal_6_parte-3,train
Gal_6_parte-4,train
Gen_10_parte-1,train
Gen_10_parte-2,train
Gen_10_parte-3,test
Gen_10_parte-4,train
Gen_11_parte-1,train
Gen_11_parte-2,train
Gen_11_parte-3,train
Gen_12_parte-1,train
Gen_12_parte-2,train
Gen_12_parte-3,dev
Gen_13_parte-1,train
Gen_13_parte-2,train
Gen_13_parte-3,train
Gen_14_parte-1,train
Gen_14_parte-2,train
Gen_14_parte-3,train
Gen_14_parte-4,test
Gen_14_parte-5,train
Gen_14_parte-6,train
Gen_15_parte-1,train
Gen_15_parte-2,train
Gen_15_parte-3,train
Gen_15_parte-4,train
Gen_16_parte-1,train
Gen_16_parte-2,train
Gen_16_parte-3,train
Gen_17_parte-1,train
Gen_17_parte-2,dev
Gen_17_parte-3,train
Gen_17_parte-4,test
Gen_18_parte-1,train
Gen_18_parte-2,train
Gen_18_parte-3,train
Gen_18_parte-4,train
Gen_19_parte-1,train
Gen_19_parte-2,train
Gen_19_parte-3,train
Gen_19_parte-4,train
Gen_19_parte-5,train
Gen_1_parte-1,train
Gen_1_parte-2,train
Gen_1_parte-3,train
Gen_1_parte-4,train
Gen_1_parte-5,train
Gen_1_parte-6,train
Gen_20_parte-1,train
Gen_20_parte-2,train
Gen_21_parte-1,test
Gen_21_parte-2,train
Gen_21_parte-3,train
Gen_21_parte-4,train
Gen_22_parte-1,dev
Gen_22_parte-2,train
Gen_22_parte-3,train
Gen_22_parte-4,train
Gen_23_parte-1,train
Gen_23_parte-2,train
Gen_23_parte-3,train
Gen_23_parte-4,dev
Gen_24_parte-1,train
Gen_24_parte-10,train
Gen_24_parte-2,train
Gen_24_parte-3,train
Gen_24_parte-4,train
Gen_24_parte-5,dev
Gen_24_parte-6,train
Gen_24_parte-7,train
Gen_24_parte-8,train
Gen_24_parte-9,train
Gen_25_parte-1,train
Gen_25_parte-2,train
Gen_25_parte-3,test
Gen_25_parte-4,dev
Gen_25_parte-5,train
Gen_26_parte-1,train
Gen_26_parte-2,train
Gen_26_parte-3,test
Gen_26_parte-4,train
Gen_26_parte-5,train
Gen_26_parte-6,dev
Gen_27_parte-1,train
Gen_27_parte-2,train
Gen_27_parte-3,train
Gen_27_parte-4,train
Gen_27_parte-5,test
Gen_27_parte-6,train
Gen_27_parte-7,train
Gen_28_parte-1,train
Gen_28_parte-2,test
Gen_28_parte-3,train
Gen_28_parte-4,train
Gen_29_parte-1,train
Gen_29_parte-2,train
Gen_29_parte-3,train
Gen_29_parte-4,train
Gen_29_parte-5,train
Gen_2_parte-1,train
Gen_2_parte-2,train
Gen_2_parte-3,test
Gen_2_parte-4,dev
Gen_2_parte-5,train
Gen_30_parte-1,dev
Gen_30_parte-2,train
Gen_30_parte-3,train
Gen_30_parte-4,train
Gen_30_parte-5,test
Gen_30_parte-6,train
Gen_31_parte-1,train
Gen_31_parte-10,dev
Gen_31_parte-2,train
Gen_31_parte-3,train
Gen_31_parte-4,train
Gen_31_parte-5,train
Gen_31_parte-6,train
Gen_31_parte-7,train
Gen_31_parte-8,train
Gen_31_parte-9,dev
Gen_32_parte-1,train
Gen_32_parte-2,train
Gen_32_parte-3,train
Gen_32_parte-4,train
Gen_33_parte-1,train
Gen_33_parte-2,dev
Gen_33_parte-3,train
Gen_33_parte-4,train
Gen_34_parte-1,test
Gen_34_parte-2,train
Gen_34_parte-3,train
Gen_34_parte-4,train
Gen_34_parte-5,train
Gen_35_parte-1,train
Gen_35_parte-2,train
Gen_35_parte-3,train
Gen_35_parte-4,train
Gen_35_parte-5,test
Gen_36_parte-1,train
Gen_36_parte-2,train
Gen_36_parte-3,train
Gen_36_parte-4,train
Gen_36_parte-5,train
Gen_36_parte-6,train
Gen_36_parte-7,train
Gen_37_parte-1,train
Gen_37_parte-2,train
Gen_37_parte-3,train
Gen_37_parte-4,train
Gen_37_parte-5,train
Gen_37_parte-6,train
Gen_38_parte-1,train
Gen_38_parte-2,train
Gen_38_parte-3,train
Gen_38_parte-4,train
Gen_38_parte-5,train
Gen_39_parte-1,train
Gen_39_parte-2,train
Gen_39_parte-3,train
Gen_3_parte-1,train
Gen_3_parte-2,train
Gen_3_parte-3,dev
Gen_3_parte-4,train
Gen_40_parte-1,train
Gen_40_parte-2,test
Gen_40_parte-3,train
Gen_40_parte-4,train
Gen_41_parte-1,train
Gen_41_parte-2,test
Gen_41_parte-3,test
Gen_41_parte-4,train
Gen_41_parte-5,train
Gen_41_parte-6,test
Gen_41_parte-7,train
Gen_41_parte-8,train
Gen_41_parte-9,train
Gen_42_parte-1,train
Gen_42_parte-2,train
Gen_42_parte-3,train
Gen_42_parte-4,train
Gen_42_parte-5,train
Gen_42_parte-6,train
Gen_43_parte-1,train
Gen_43_parte-2,test
Gen_43_parte-3,train
Gen_43_parte-4,train
Gen_43_parte-5,test
Gen_44_parte-1,train
Gen_44_parte-2,test
Gen_44_parte-3,train
Gen_44_parte-4,train
Gen_45_parte-1,train
Gen_45_parte-2,train
Gen_45_parte-3,train
Gen_45_parte-4,dev
Gen_45_parte-5,train
Gen_46_parte-1,train
Gen_46_parte-2,train
Gen_46_parte-3,train
Gen_46_parte-4,train
Gen_46_parte-5,train
Gen_46_parte-6,train
Gen_47_parte-1,train
Gen_47_parte-2,train
Gen_47_parte-3,train
Gen_47_parte-4,train
Gen_47_parte-5,train
Gen_48_parte-1,train
Gen_48_parte-2,train
Gen_48_parte-3,train
Gen_48_parte-4,train
Gen_49_parte-1,train
Gen_49_parte-2,dev
Gen_49_parte-3,train
Gen_49_parte-4,dev
Gen_49_parte-5,train
Gen_49_parte-6,test
Gen_4_parte-1,train
Gen_4_parte-2,train
Gen_4_parte-3,train
Gen_4_parte-4,dev
Gen_50_parte-1,train
Gen_50_parte-2,train
Gen_50_parte-3,test
Gen_50_parte-4,train
Gen_5_parte-1,train
Gen_5_parte-2,train
Gen_5_parte-3,train
Gen_5_parte-4,train
Gen_5_parte-5,train
Gen_6_parte-1,train
Gen_6_parte-2,train
Gen_6_parte-3,train
Gen_7_parte-1,train
Gen_7_parte-2,train
Gen_7_parte-3,train
Gen_7_parte-4,test
Gen_8_parte-1,dev
Gen_8_parte-2,train
Gen_8_parte-3,dev
Gen_8_parte-4,test
Gen_9_parte-1,train
Gen_9_parte-2,train
Gen_9_parte-3,test
Gen_9_parte-4,test
Hab_1_parte-1,train
Hab_1_parte-2,train
Hab_1_parte-3,train
Hab_1_parte-4,train
Hab_1_parte-5,train
Hab_2_parte-1,dev
Hab_2_parte-2,train
Hab_2_parte-3,train
Hab_2_parte-4,train
Hab_2_parte-5,train
Hab_2_parte-6,train
Hab_2_parte-7,train
Hab_3_parte-1,train
Hab_3_parte-2,train
Hab_3_parte-3,train
Hab_3_parte-4,train
Hab_3_parte-5,train
Heb_10_parte-1,train
Heb_10_parte-2,dev
Heb_10_parte-3,train
Heb_10_parte-4,test
Heb_10_parte-5,train
Heb_10_parte-6,train
Heb_10_parte-7,train
Heb_11_parte-1,test
Heb_11_parte-2,train
Heb_11_parte-3,train
Heb_11_parte-4,train
Heb_11_parte-5,train
Heb_11_parte-6,train
Heb_11_parte-7,train
Heb_11_parte-8,train
Heb_11_parte-9,train
Heb_12_parte-1,test
Heb_12_parte-2,train
Heb_12_parte-3,train
Heb_12_parte-4,train
Heb_13_parte-1,train
Heb_13_parte-2,train
Heb_13_parte-3,train
Heb_13_parte-4,train
Heb_13_parte-5,test
Heb_1_parte-1,train
Heb_1_parte-2,test
Heb_2_parte-1,train
Heb_2_parte-2,train
Heb_2_parte-3,test
Heb_2_parte-4,train
Heb_3_parte-1,train
Heb_3_parte-2,dev
Heb_3_parte-3,train
Heb_3_parte-4,train
Heb_4_parte-1,train
Heb_4_parte-2,train
Heb_4_parte-3,train
Heb_4_parte-4,train
Heb_5_parte-1,train
Heb_5_parte-2,train
Heb_5_parte-3,train
Heb_6_parte-1,test
Heb_6_parte-2,test
Heb_6_parte-3,train
Heb_6_parte-4,train
Heb_7_parte-1,train
Heb_7_parte-2,train
Heb_7_parte-3,train
Heb_7_parte-4,test
Heb_7_parte-5,train
Heb_8_parte-1,train
Heb_8_parte-2,train
Heb_9_parte-1,train
Heb_9_parte-2,train
Heb_9_parte-3,train
Heb_9_parte-4,train
Heb_9_parte-5,train
Isa_10_parte-1,train
Isa_10_parte-2,train
Isa_10_parte-3,train
Isa_10_parte-4,train
Isa_10_parte-5,train
Isa_10_parte-6,test
Isa_10_parte-7,train
Isa_10_parte-8,train
Isa_11_parte-1,train
Isa_11_parte-2,dev
Isa_11_parte-3,train
Isa_12_parte-1,train
Isa_13_parte-1,train
Isa_13_parte-2,train
Isa_13_parte-3,test
Isa_14_parte-1,train
Isa_14_parte-2,train
Isa_14_parte-3,train
Isa_14_parte-4,train
Isa_14_parte-5,train
Isa_15_parte-1,test
Isa_15_parte-2,train
Isa_16_parte-1,train
Isa_16_parte-2,train
Isa_16_parte-3,train
Isa_17_parte-1,dev
Isa_17_parte-2,train
Isa_17_parte-3,train
Isa_18_parte-1,train
Isa_19_parte-1,train
Isa_19_parte-2,train
Isa_19_parte-3,train
Isa_19_parte-4,train
Isa_19_parte-5,train
Isa_1_parte-1,train
Isa_1_parte-2,train
Isa_1_parte-3,train
Isa_1_parte-4,train
Isa_1_parte-5,test
Isa_1_parte-6,dev
Isa_20_parte-1,train
Isa_21_parte-1,train
Isa_21_parte-2,train
Isa_21_parte-3,train
Isa_21_parte-4,train
Isa_22_parte-1,train
Isa_22_parte-2,train
Isa_22_parte-3,train
Isa_22_parte-4,train
Isa_23_parte-1,test
Isa_23_parte-2,train
Isa_23_parte-3,dev
Isa_23_parte-4,train
Isa_24_parte-1,dev
Isa_24_parte-2,train
Isa_24_parte-3,train
Isa_24_parte-4,train
Isa_25_parte-1,dev
Isa_25_parte-2,train
Isa_26_parte-1,train
Isa_26_parte-2,train
Isa_26_parte-3,train
Isa_26_parte-4,train
Isa_27_parte-1,train
Isa_27_parte-2,train
Isa_27_parte-3,train
Isa_28_parte-1,train
Isa_28_parte-2,train
Isa_28_parte-3,train
Isa_28_parte-4,train
Isa_28_parte-5,train
Isa_28_parte-6,train
Isa_29_parte-1,train
Isa_29_parte-2,train
Isa_29_parte-3,train
Isa_29_parte-4,train
Isa_29_parte-5,test
Isa_29_parte-6,train
Isa_29_parte-7,test
Isa_2_parte-1,dev
Isa_2_parte-2,train
Isa_2_parte-3,train
Isa_2_parte-4,train
Isa_30_parte-1,train
Isa_30_parte-2,train
Isa_30_parte-3,train
Isa_30_parte-4,test
Isa_30_parte-5,dev
Isa_30_parte-6,train
Isa_31_parte-1,train
Isa_31_parte-2,train
Isa_32_parte-1,train
Isa_32_parte-2,train
Isa_32_parte-3,train
Isa_32_parte-4,train
Isa_33_parte-1,train
Isa_33_parte-2,train
Isa_33_parte-3,test
Isa_33_parte-4,train
